Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2stkLJ0JNcXkIRDNF3ld6c,"You've Got a Friend in Me","Toy Story (Original Motion Picture Soundtrack)","Randy Newman",1995-01-01,124160,72,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.691,0.333,3,-12.135,1,0.0307,0.817,0.00000503,0.285,0.472,115.845,4
spotify:track:5iA6APikmuIeaAe9MMluny,"I Just Can't Wait to Be King - From ""The Lion King"" Soundtrack","The Lion King: Special Edition","Jason Weaver;Rowan Atkinson;Laura Williams",2003-01-01,170800,61,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.695,0.684,6,-9.884,1,0.0609,0.311,0.0000611,0.104,0.881,98.828,4
spotify:track:1hwdPQtFHISvZ9SXMkNrIK,"A Whole New World","Aladdin Special Edition","Lea Salonga;Brad Kane;Disney",2004-01-01,160800,68,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.285,0.227,0,-15.793,1,0.0354,0.846,0.00000211,0.1,0.135,115.8,4
spotify:track:6klpXs2uAjagnZMFkt4qkl,"I See the Light - From ""Tangled"" / Soundtrack Version","Tangled","Mandy Moore;Zachary Levi",2010-01-01,224240,72,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.243,0.139,5,-14.392,1,0.0308,0.83,0,0.0725,0.169,91.994,4
spotify:track:0KBgLJ9hRd40jq1DeuYmNM,"Where You Are","Vaiana (English Version/Original Motion Picture Soundtrack/Deluxe Edition)","Christopher Jackson;Rachel House;Nicole Scherzinger;Auli'i Cravalho;Louise Bush;Disney",2016-11-18,210319,57,false,,2026-01-29T18:42:06Z,"musicals","Walt Disney Records",0.632,0.659,4,-9.291,1,0.179,0.705,0,0.218,0.72,117.964,4
spotify:track:3IPnBzGRMg6BfViFxxa0Gq,"Love Is an Open Door - From ""Frozen""/Soundtrack Version","Frozen (Original Motion Picture Soundtrack / Deluxe Edition)","Kristen Bell;Santino Fontana",2013-01-01,124733,70,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.737,0.636,6,-6.308,0,0.0737,0.262,0,0.319,0.537,100.033,4
spotify:track:28UMEtwyUUy5u0UWOVHwiI,"I'll Make a Man Out of You","Mulan (Original Soundtrack)","Donny Osmond;Chorus - Mulan;Disney",1998-01-01,201680,74,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.672,0.322,7,-17.669,1,0.0339,0.144,0.0000296,0.074,0.496,113.852,4
spotify:track:4Y8vb1uy9IjM2V1hqvrAid,"You'll Be In My Heart","Tarzan (Original Motion Picture Soundtrack)","Phil Collins",1999-05-18,256733,71,false,,2026-01-29T18:42:06Z,"soft rock","Walt Disney Records",0.568,0.748,8,-6.538,1,0.0299,0.0627,0.00000213,0.0947,0.647,96.588,4
spotify:track:3Z0oQ8r78OUaHvGPiDBR3W,"Into the Unknown","Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition)","Idina Menzel;AURORA",2019-11-15,194848,75,false,,2026-01-29T18:42:06Z,"musicals,norwegian pop,art pop","Walt Disney Records",0.321,0.405,10,-8.533,0,0.0412,0.849,0.000544,0.138,0.274,146.072,5
spotify:track:2d1AiZExnhYoauaSWkB1Fm,"Someday","ZOMBIES (Original TV Movie Soundtrack)","Milo Manheim;Meg Donnelly;ZOMBIES – Cast;Disney",2018-02-16,183799,73,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.772,0.806,2,-5.043,1,0.0367,0.191,0,0.0685,0.577,113.024,4
spotify:track:03xWMkKEbeO4SnylA53ipj,"When Will My Life Begin? - From ""Tangled"" / Soundtrack Version","Tangled","Mandy Moore",2010-01-01,152333,69,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.674,0.419,4,-7.581,1,0.0317,0.112,0,0.0897,0.385,108.066,4
spotify:track:7GmiJVBAzWNikX5VkNQg85,"Hawaiian Roller Coaster Ride","Lilo & Stitch","Mark Keali'i Ho'omalu;Kamehameha Schools Children's Chorus",2002-01-01,208226,69,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.702,0.624,5,-9.927,1,0.0285,0.314,0.0152,0.0669,0.947,114.542,4
spotify:track:0SccFtYdj75y6lL2OW10Cf,"Steal The Show","Elemental (Original Motion Picture Soundtrack)","Lauv",2023-06-16,192506,73,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.618,0.462,7,-13.154,1,0.0328,0.332,0.000862,0.279,0.419,92.489,4
spotify:track:0V8FYVlBFuXXTIvRnMbZyS,"The Climb","Hannah Montana The Movie","Miley Cyrus",2009-01-01,236066,68,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.327,0.588,4,-6.611,1,0.0336,0.0834,0,0.104,0.329,161.074,4
spotify:track:2yi7HZrBOC4bMUSTcs4VK6,"Do You Want to Build a Snowman? - From ""Frozen""/Soundtrack Version","Frozen (Original Motion Picture Soundtrack / Deluxe Edition)","Kristen Bell;Agatha Lee Monn;Katie Lopez",2013-01-01,206506,70,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.352,0.121,3,-15.551,1,0.047,0.85,0.000178,0.257,0.166,148.56,5
spotify:track:6MA4kUYXYehYuelFsBIRTM,"Can I Get A Chee Hoo?","Moana 2 (Original Motion Picture Soundtrack/Deluxe Edition)","Dwayne Johnson;Disney",2024-11-25,169560,59,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.647,0.761,9,-6.705,0,0.276,0.205,0,0.0464,0.882,157.958,4
spotify:track:5khPZny1Hf4w1XyHrZ6T0n,"Hakuna Matata - From ""The Lion King"" Soundtrack","The Lion King: Special Edition","Nathan Lane;Ernie Sabella;Jason Weaver;Joseph Williams",2003-01-01,213640,61,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.425,0.399,0,-13.738,1,0.137,0.635,0.0000238,0.138,0.725,165.83,4
spotify:track:5pomCBdsTZSDCFHH8BAUQe,"This Is Me","Camp Rock","Demi Lovato;Joe Jonas",2008-01-01,189173,67,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.421,0.821,1,-2.783,1,0.0372,0.00971,0,0.1,0.594,91.245,4
spotify:track:4zDfgax6Ihb0UWdour1ZEs,"Zero To Hero","Hercules (Original Motion Picture Soundtrack)","Chorus - Hercules;Lillias White;Cheryl Freeman;LaChanze;Roz Ryan;Vaneese Thomas;Tawatha Agee;Disney",1997-01-01,140573,64,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.474,0.82,0,-7.699,1,0.243,0.493,0,0.0978,0.697,164.718,4
spotify:track:2rJFFUEl1LURkV0b0OARXx,"Beauty and the Beast","Beauty and the Beast","Angela Lansbury;Disney",1991-01-01,166306,63,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.24,0.162,8,-14.447,1,0.035,0.781,0.00000469,0.153,0.183,171.552,4
spotify:track:50WeOnXhM1H7AZEeIDoWfZ,"Show Yourself","Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition)","Idina Menzel;Evan Rachel Wood",2019-11-15,260906,71,false,,2026-01-29T18:42:06Z,"musicals","Walt Disney Records",0.321,0.432,6,-7.071,1,0.03,0.726,0.0000908,0.0607,0.172,123.304,4
spotify:track:5zgbAqSzbhTabnlRuutw3X,"Beyond","Moana 2 (Original Motion Picture Soundtrack/Deluxe Edition)","Auli'i Cravalho;Disney;Rachel House",2024-11-25,230266,59,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.409,0.469,2,-7.988,0,0.0549,0.811,0,0.0507,0.252,149.956,4
spotify:track:4bV5sf2B4hWBBd5HQ8S7KB,"Nobody Like U","Turning Red (Original Motion Picture Soundtrack)","4*TOWN (From Disney and Pixar’s Turning Red);Jordan Fisher;Finneas O'Connell;Topher Ngo;Grayson Villanueva;Josh Levi",2022-03-11,160946,67,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.905,0.631,9,-10.06,0,0.177,0.129,0,0.101,0.751,105.026,4
spotify:track:7kh64k3P9Fk4EsA6vOdwmj,"Dig a Little Deeper","The Princess and the Frog (Original Motion Picture Soundtrack)","Jenifer Lewis;The Pinnacle Gospel Choir",2009-11-23,167933,62,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.719,0.825,0,-4.26,1,0.052,0.39,0.00000375,0.103,0.798,98.023,4
spotify:track:5gB2IrxOCX2j9bMnHKP38i,"Life is a Highway","Cars (Original Motion Picture Soundtrack)","Rascal Flatts",2006-01-01,275640,75,false,,2026-01-29T18:42:06Z,"country","Walt Disney Records",0.562,0.934,5,-5.562,1,0.0607,0.00211,0,0.199,0.558,103.042,4
spotify:track:1fvc8FP8MUrIbHGYb4kF89,"Down in New Orleans (Finale)","The Princess and the Frog (Original Motion Picture Soundtrack)","Anika Noni Rose",2009-11-23,95493,59,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.585,0.831,0,-3.644,1,0.0495,0.457,0.0004,0.17,0.721,148.08,4
spotify:track:6btdYzQ8eZFBrOlUKVHuz0,"Be Our Guest","Beauty and the Beast","Angela Lansbury;Jerry Orbach;Chorus - Beauty And the Beast;Disney",1991-01-01,224733,64,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.517,0.421,2,-12.822,1,0.17,0.813,0,0.0788,0.577,118.448,4
spotify:track:3T74kgnbHw8JqkYGJKD4Tl,"Strangers Like Me","Tarzan (Original Motion Picture Soundtrack)","Phil Collins",1999-05-18,180520,67,false,,2026-01-29T18:42:06Z,"soft rock","Walt Disney Records",0.679,0.785,3,-7.041,1,0.0391,0.114,0.000933,0.119,0.564,119.792,4
spotify:track:5f2TWu6R2YYCJtLQ0fP78H,"Friend Like Me","Aladdin (Original Motion Picture Soundtrack)","Will Smith",2019-05-22,155531,66,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.688,0.732,2,-6.162,1,0.0618,0.0536,0,0.145,0.665,97.703,4
spotify:track:6OmanmVngBzWr5pLW8eNuZ,"Can You Feel the Love Tonight - From ""The Lion King"" / Soundtrack Version","The Lion King: Special Edition","Joseph Williams;Sally Dworsky;Nathan Lane;Ernie Sabella;Kristle Edwards",2003-01-01,177866,55,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.293,0.199,5,-14.88,1,0.051,0.817,0,0.589,0.452,76.772,4
spotify:track:4Xbotg4PCLJw9cDx2dtZLK,"Some Things Never Change","Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition)","Kristen Bell;Idina Menzel;Josh Gad;Jonathan Groff;Cast of Frozen 2",2019-11-15,209964,67,false,,2026-01-29T18:42:06Z,"musicals","Walt Disney Records",0.567,0.543,5,-4.485,1,0.0313,0.613,0,0.106,0.299,89.937,4
spotify:track:0CKmN3Wwk8W4zjU0pqq2cv,"Arabian Nights","Aladdin (Original Motion Picture Soundtrack)","Bruce Adler;Disney",1992-01-01,79293,60,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.535,0.197,4,-15.568,0,0.0407,0.698,0,0.214,0.495,129.333,4
spotify:track:5yyqx4brn6Bm9U1Rj9ENnz,"Touch The Sky - From ""Brave""/Soundtrack","Brave","Julie Fowlis",2012-01-01,151400,64,false,,2026-01-29T18:42:06Z,"celtic","Walt Disney Records",0.372,0.641,2,-7.954,1,0.047,0.137,0,0.103,0.33,119.013,3
spotify:track:7iocNjLrxPHLl8njgRlv5U,"Married Life","Up (Original Motion Picture Soundtrack)","Michael Giacchino",2009-01-01,250573,66,false,,2026-01-29T18:42:06Z,"soundtrack,score","Walt Disney Records",0.278,0.0675,0,-20.946,1,0.04,0.97,0.732,0.0812,0.112,82.626,3
spotify:track:3wjgPeXocinhLyPL37p70e,"A Girl Worth Fighting For","Mulan (Original Soundtrack)","Lea Salonga;Harvey Fierstein;Matthew Wilder;James Hong;Jerry Tondo;Disney",1998-01-01,146053,64,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.368,0.35,4,-17.313,1,0.0617,0.564,0,0.281,0.849,175.741,4
spotify:track:0cqNGWvuukhCiKvEX7utys,"We're All In This Together","High School Musical","High School Musical Cast;Disney",2006-01-01,231426,68,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.76,0.941,1,-6.356,1,0.0688,0.0451,0,0.649,0.805,116.013,4
spotify:track:7J1S5n6Kn4wZEu6xrBT0gk,"What Dreams Are Made Of","The Lizzie McGuire Movie (Original Motion Picture Soundtrack)","Hilary Duff",2021-06-04,242160,65,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.62,0.915,0,-4.353,0,0.0525,0.0131,0.0000217,0.329,0.793,127.011,4
spotify:track:2KPMRUOwr8yB32EMvIg8aT,"Circle of Life - From ""The Lion King"" Soundtrack","The Lion King: Special Edition","Carmen Twillie;Lebo M.",2003-01-01,239360,56,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.43,0.498,10,-11.662,1,0.0404,0.0858,0,0.256,0.556,83.725,4
spotify:track:2cFGv8v5DcbJXHEdzouFne,"Remember Me (Lullaby)","Coco (Original Motion Picture Soundtrack)","Gael Garcia Bernal;Gabriella Flores;Libertad García Fonzi",2017-11-10,69813,67,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.533,0.0556,0,-19.915,1,0.0481,0.922,0.00024,0.11,0.274,92.65,4
spotify:track:1v6svH1Fyx9C1nIt1mA2DT,"All I Want","High School Musical: The Musical: The Series (Original Soundtrack)","Olivia Rodrigo;Disney",2020-01-10,177322,74,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.376,0.43,0,-6.585,0,0.0328,0.0902,0,0.0912,0.129,77.599,3
spotify:track:6khWULRMDxgHNuDOdVnZIM,"If Only - From ""Descendants""/Soundtrack Version","Descendants: Mal’s Greatest Hits","Dove Cameron;Disney",2024-10-11,229813,56,false,,2026-01-29T18:42:06Z,"","UME - Global Clearing House",0.477,0.6,7,-5.652,1,0.0325,0.273,0,0.112,0.284,152.059,3
spotify:track:5ZkAx8zjLiSs1nMmBwJoZS,"When Can I See You Again? - From ""Wreck-It Ralph""/Soundtrack Version","Wreck-It Ralph","Owl City",2012-01-01,218093,69,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.638,0.831,11,-6.812,0,0.081,0.0263,0,0.0491,0.388,127.975,4
spotify:track:7lPxGs556PD8H3bUd9LzHp,"I2I","A Goofy Movie","Tevin Campbell;Rosie Gaines",1995-01-01,241386,64,false,,2026-01-29T18:42:06Z,"new jack swing,quiet storm","Walt Disney Records",0.728,0.756,11,-7.993,0,0.0389,0.0394,0,0.743,0.775,130.136,4
spotify:track:05miM6U3bpqzG5BRr0C8FF,"Supercalifragilisticexpialidocious - From ""Mary Poppins"" Soundtrack","Mary Poppins","Julie Andrews;Dick Van Dyke;The Pearlie Chorus",1997-01-01,123026,55,false,,2026-01-29T18:42:06Z,"musicals","Walt Disney Records",0.524,0.609,7,-13.03,0,0.401,0.607,0,0.126,0.948,80.232,4
spotify:track:6PiTsEEiNYU9a9xXowi9i5,"A Dream Is a Wish Your Heart Makes","Cinderella Special Edition (Original Motion Picture Soundtrack/Japanese Version)","Ilene Woods;Mice Chorus",2005-10-19,274480,55,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.262,0.17,3,-14.8,1,0.0472,0.971,0.000407,0.204,0.149,89.594,4
spotify:track:50ssiEHx556vul2XyUbxwU,"Bibbidi-Bobbidi-Boo - From ""Cinderella"" Soundtrack","Disney's Greatest Volume 1","Verna Felton",2001-01-01,77933,58,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.513,0.525,8,-8.57,1,0.0524,0.949,0.0000242,0.233,0.887,105.859,4
spotify:track:7h5crXBSY5SSpXRIlklv74,"The Bare Necessities","The Jungle Book","Phil Harris;Bruce Reitherman",1997-01-01,291466,62,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.788,0.247,0,-18.298,1,0.0653,0.768,0,0.198,0.545,102.957,4
spotify:track:0D1OY0M5A0qD5HGBvFmFid,"Go the Distance","Hercules (Original Motion Picture Soundtrack)","Roger Bart;Disney",1997-01-01,194160,68,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.275,0.126,9,-17.077,1,0.033,0.878,0.000872,0.0791,0.211,88.206,4
spotify:track:2AILbz83cBnrAMAG06rZts,"Reflection","Mulan (Original Soundtrack)","Lea Salonga;Disney",1998-01-01,146760,67,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.255,0.174,9,-19.217,1,0.0379,0.805,0.00911,0.335,0.0829,80.707,4
spotify:track:1OYOLWqKmhkFIx2KC9ek1a,"Colors of the Wind","Pocahontas","Judy Kuhn",1995-01-01,214400,67,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.307,0.164,1,-17.04,1,0.0457,0.929,0.00111,0.109,0.229,79.101,3
spotify:track:2GLyruWagsv8o7aGNXboH1,"Almost There","The Princess and the Frog (Original Motion Picture Soundtrack)","Anika Noni Rose",2009-11-23,144426,63,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.509,0.499,0,-6.485,1,0.0521,0.809,0.0000222,0.284,0.51,78.914,4
spotify:track:0XPsOSYzDJZJArevQNm2AR,"Speechless (Full)","Aladdin (Original Motion Picture Soundtrack)","Naomi Scott",2019-05-22,208800,69,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.474,0.489,6,-7.625,0,0.0342,0.467,0,0.119,0.23,124.844,4
spotify:track:0PKmDncVOiNQLO6D1P6PXi,"I Won't Say (I'm In Love)","Hercules (Original Motion Picture Soundtrack)","Susan Egan;Cheryl Freeman;LaChanze;Vaneese Thomas;Lillias White;Disney",1997-01-01,140226,70,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.684,0.481,0,-10.305,1,0.039,0.228,0,0.157,0.481,121.21,4
spotify:track:1OzSfjFW08DTD51XoNnog7,"That's How You Know - From ""Enchanted""/Soundtrack Version","Enchanted","Amy Adams",2007-01-01,228960,60,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.485,0.667,2,-5.485,1,0.164,0.497,0,0.219,0.52,174.025,4
spotify:track:29bQPrp6BT0w3kaXTqIo8A,"A Spoonful of Sugar - From ""Mary Poppins"" / Soundtrack Version","Mary Poppins","Julie Andrews",1997-01-01,249040,58,false,,2026-01-29T18:42:06Z,"musicals","Walt Disney Records",0.48,0.39,5,-14.253,1,0.149,0.743,0.0000175,0.137,0.642,110.7,4
spotify:track:0E2ARPr6Anq8l4dwsu8hbP,"Some Day My Prince Will Come","Snow White and the Seven Dwarfs (Original Motion Picture Soundtrack)","Adriana Caselotti",1997-01-01,114306,56,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.378,0.145,7,-19.473,1,0.0596,0.774,0,0.28,0.339,83.604,4
spotify:track:6P316E7tFylzpVrDrXVF9s,"Just Around the Riverbend","Pocahontas","Judy Kuhn",1995-01-01,147706,61,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.307,0.19,0,-16.822,1,0.0423,0.92,0.0000121,0.183,0.252,94.527,4
spotify:track:4J7SCXbz18duODAQYjtzI2,"Proud Corazón","Coco (Original Motion Picture Soundtrack)","Anthony Gonzalez",2017-11-10,123703,60,false,,2026-01-29T18:42:06Z,"","Walt Disney Records",0.389,0.408,5,-6.571,1,0.0323,0.786,0,0.121,0.683,148.875,3
spotify:track:1fb6MBRagJq42pzMMFYhHf,"When You Wish Upon A Star","Pinocchio (Original Soundtrack)","Cynthia Erivo",2022-09-08,117693,57,false,,2026-01-29T18:42:06Z,"musicals","Walt Disney Records",0.162,0.289,0,-10.192,1,0.0379,0.905,0,0.175,0.133,85.259,3
